HD 68402 b,HD 68402,b,HD 68402,HIP 39589,TIC 272546396,Gaia DR2 5214002100193281920,1,1,0,0,Radial Velocity,2016,2017-04,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1103,33,-33,0,2.18,0.09,-0.09,0,12.6,1.12,,,0,2510.84442,540.30829,-476.74261,0,7.9,1.7,-1.5,0,Mass,6.9,,,0,0.03,0.06,-0.06,0,,,,,,,,,20.3,6.2,-4.1,0,2455481,94,-94,0,JD,17.19,131.78,-131.78,0,54.7,5.3,-5.3,0,G5 IV/V,5950,100,-100,0,1.02,0.05,-0.05,0,1.12,0.05,-0.05,0,0.29,0.1,-0.1,0,[Fe/H],0.068,0.022,-0.023,0,4.47,0.05,-0.05,0,2,3,-3,0,1.15978,0.30978,-0.19483,0,2.9,0.2,-0.2,0,,,,,11.6,0.49,-0.49,0,08h05m23.39s,121.3474609,-74d24m36.26s,-74.4100732,-21.30677,287.05452,-77.16808,230.98139,111.1026566,0.0298454,-0.0298454,-78.1862,0.0278647,-0.0278647,78.9349,0.0316686,-0.0316686,78.4293
HD 6860 b,HD 6860,b,HD 6860,HIP 5447,TIC 174500619,,1,1,0,0,Radial Velocity,2023,2023-07,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,663.87,4.61,-4.31,0,2.03,0.01,-0.01,0,11.9,1.06,,,0,8981.83078,651.54823,-689.68764,0,28.26,2.05,-2.17,0,Msini,29.3,,,0,0.28,0.1,-0.09,0,,,,,,,,,,,,,2453272.89,65.23,-65.13,0,JD,7.54,10.72,-4.99,0,373.97,22.63,-27.86,0,M0 III,3802,,,0,86.4,,,0,2.49,,,0,-0.03,,,0,[Fe/H],3.224,,,0,0.54,,,0,,,,,,,,,6,,,0,7900,,,1,,,,,01h09m43.91s,17.432979,+35d37m13.80s,35.620499,-27.10288,127.10756,25.94332,30.4013,208.614477,8,-8,176,8,-8,-112,8,-8,61.12469
HD 68988 b,HD 68988,b,HD 68988,HIP 40687,TIC 73312938,Gaia DR2 1090159839002347136,1,2,0,0,Radial Velocity,2001,2002-03,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,6.27711,0.00021,-0.00021,0,0.07,0,0,0,13.4,1.2,,,0,626.1251,31.783,-31.783,0,1.97,0.1,-0.1,0,Msini,1.43,,,0,0.12,0.01,-0.01,0,,,,,,,,,,,,,2451548.84,0.16,-0.16,0,,40.4,1.1,-1,0,184.7,3.7,-3.7,0,G2 V,5932,23,-23,0,1.19,0.02,-0.02,0,1.28,0.09,-0.09,0,0.35,,,0,[Fe/H],0.222,0.002,-0.002,0,4.4,0.03,-0.03,0,6,,,0,0.77119,0.13835,-0.14783,0,2.84,,,0,,,,,-69.5,0.1,-0.1,0,08h18m22.45s,124.5935429,+61d27m39.07s,61.4608518,33.91958,155.26292,40.50824,110.90127,131.8506008,0.0725237,-0.0725237,128.329,0.0732021,-0.0732021,30.2696,0.0590152,-0.0590152,60.8447
HD 68988 c,HD 68988,c,HD 68988,HIP 40687,TIC 73312938,Gaia DR2 1090159839002347136,1,2,0,0,Radial Velocity,2021,2021-07,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,16000,11000,-3500,0,13.2,5.3,-2,0,12.3,1.09,,,0,4767.4261,889.91954,-476.74261,0,15,2.8,-1.5,0,Msini,14.1,,,0,0.45,0.13,-0.081,0,,,,,,,,,,,,,,,,,BJD,-7.4485,2.1199,-2.4637,0,121,13,-7.3,0,G2 V,5883.41,103.85,-103.85,0,1.26,0.03,-0.03,0,1.17,0.05,-0.05,0,0.305,0.057,-0.057,0,[Fe/H],0.222,0.002,-0.002,0,4.31,0.03,-0.03,0,3.4,1.04,-2,0,0.77119,0.13835,-0.14783,0,2.8,0.5,-0.5,0,,,,,-69.5,0.1,-0.1,0,08h18m22.45s,124.5935429,+61d27m39.07s,61.4608518,33.91958,155.26292,40.50824,110.90127,131.8506008,0.0725237,-0.0725237,128.329,0.0732021,-0.0732021,30.2696,0.0590152,-0.0590152,60.8447
HD 69123 b,HD 69123,b,HD 69123,HIP 40344,TIC 146264536,Gaia DR2 5544699390684005248,1,1,0,0,Radial Velocity,2022,2022-01,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,1193.3,7,-7,0,2.482,0.01,-0.01,0,13.1,1.17,,,0,982.08978,197.05361,-92.17024,0,3.09,0.62,-0.29,0,Mass,2.4,,,0,0.19,0.06,-0.06,0,,,,,,,,,70,14,-19,0,2455715.7,64.6,-64.6,0,BJD,-67.3,21.7,-21.7,0,46.8,2.4,-2.4,0,K1 III,4842,41,-41,0,7.72,0.15,-0.15,0,1.68,0.09,-0.09,0,0.05,0.03,-0.03,0,[Fe/H],1.47,0.008,-0.008,0,2.86,0.11,-0.11,0,,,,,,,,,,,,,,,,,,,,,08h14m13.20s,123.55499,-35d29m23.73s,-35.4899246,-0.49479,253.3171,-53.37507,138.96805,51.1941186,0.1006264,-0.1006264,-46.3985,0.0979308,-0.0979308,21.6337,0.112195,-0.112195,75.116
HD 69830 b,HD 69830,b,HD 69830,HIP 40693,TIC 307624961,Gaia DR2 5726982995343100928,1,3,0,0,Radial Velocity,2006,2006-05,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,8.667,0.003,-0.003,0,0.0785,,,0,3.17,0.283,,,0,10.2,,,0,0.0321,,,0,Msini,1.76,,,0,0.1,0.04,-0.04,0,,,,,,,,,,,,,2453496.8,0.6,-0.6,0,,340,26,-26,0,3.51,0.15,-0.15,0,K0V,5385,20,-20,0,0.89,0.02,-0.02,0,0.86,0.03,-0.03,0,-0.05,0.02,-0.02,0,[Fe/H],-0.22,0.02,-0.02,0,4.49,0.03,-0.03,0,7,3,-3,0,1.83,0.51966,-0.42806,0,1.1,0.5,-1.1,0,,,,,29.8,0.1,-0.1,0,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.82251,234.56776,-31.34577,130.4512,1026.855106,0.0829107,-0.0829107,278.787,0.0858044,-0.0858044,-988.286,0.0826761,-0.0826761,12.5591
HD 69830 c,HD 69830,c,HD 69830,HIP 40693,TIC 307624961,Gaia DR2 5726982995343100928,1,3,0,0,Radial Velocity,2006,2006-05,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,31.56,0.04,-0.04,0,0.186,,,0,3.46,0.309,,,0,11.8,,,0,0.0371,,,0,Msini,1.57,,,0,0.13,0.06,-0.06,0,,,,,,,,,,,,,2453469.6,2.8,-2.8,0,,221,35,-35,0,2.66,0.16,-0.16,0,K0V,5385,20,-20,0,0.89,0.02,-0.02,0,0.86,0.03,-0.03,0,-0.05,0.02,-0.02,0,[Fe/H],-0.22,0.02,-0.02,0,4.49,0.03,-0.03,0,7,3,-3,0,1.83,0.51966,-0.42806,0,1.1,0.5,-1.1,0,,,,,29.8,0.1,-0.1,0,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.82251,234.56776,-31.34577,130.4512,1026.855106,0.0829107,-0.0829107,278.787,0.0858044,-0.0858044,-988.286,0.0826761,-0.0826761,12.5591
HD 69830 d,HD 69830,d,HD 69830,HIP 40693,TIC 307624961,Gaia DR2 5726982995343100928,1,3,0,0,Radial Velocity,2006,2006-05,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,197,3,-3,0,0.63,,,0,4.45,0.397,,,0,18.1,,,0,0.057,,,0,Msini,1.13,,,0,0.07,0.07,-0.07,0,,,,,,,,,,,,,2453358,34,-34,0,,224,61,-61,0,2.2,0.19,-0.19,0,K0V,5385,20,-20,0,0.89,0.02,-0.02,0,0.86,0.03,-0.03,0,-0.05,0.02,-0.02,0,[Fe/H],-0.22,0.02,-0.02,0,4.49,0.03,-0.03,0,7,3,-3,0,1.83,0.51966,-0.42806,0,1.1,0.5,-1.1,0,,,,,29.8,0.1,-0.1,0,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.82251,234.56776,-31.34577,130.4512,1026.855106,0.0829107,-0.0829107,278.787,0.0858044,-0.0858044,-988.286,0.0826761,-0.0826761,12.5591
HD 70573 b,HD 70573,b,HD 70573,,TIC 455235218,Gaia DR2 3090083696499829376,1,1,0,0,Radial Velocity,2007,2007-05,Ground,La Silla Observatory,2.2 m MPG/ESO Telescope,FEROS Spectrograph,851.8,11.6,-11.6,0,1.76,0.05,-0.05,0,12.8,1.14,,,0,1900,130,-130,0,6.1,0.4,-0.4,0,Msini,4.98,,,0,0.4,0.1,-0.1,0,,,,,,,,,,,,,2452106.54,25.72,-25.72,0,,269.6,14.3,-14.3,0,148.5,16.5,-16.5,0,G1-1.5 V,5737,70,-70,0,0.98,0.02,-0.03,0,1,0.1,-0.1,0,-0.18,0.2,-0.2,0,[Fe/H],-0.001,0.002,-0.002,0,4.59,0.1,-0.1,0,0.102,0.024,-0.024,0,1.65157,0.43582,-0.33729,0,14.7,1,-1,0,,,,,20.46,0.28,-0.28,0,08h22m49.90s,125.7079153,+01d51m32.79s,1.8591088,21.11179,222.06599,-17.04131,127.59926,71.1659372,0.0630598,-0.0630598,-51.4339,0.0730484,-0.0730484,-49.1848,0.0498981,-0.0498981,59.182
HD 70642 b,HD 70642,b,HD 70642,HIP 40952,TIC 183356952,Gaia DR2 5540006949934104448,1,1,0,0,Radial Velocity,2003,2003-08,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,2124.54,14.65,-13.51,0,3.318,0.022,-0.021,0,13,1.16,,,0,1239.53079,92.17024,-85.81367,0,3.9,0.29,-0.27,0,Mass,3.1,,,0,0.175,0.044,-0.044,0,,,,,,,,,29.9,2.6,-2.4,0,2456159.1,1912.3,-131.9,0,BJD,272.84,15.584,-14.002,0,30.4,1.83,-1.91,0,G6 V,5732,23,-23,0,0.98,0.02,-0.02,0,1.08,0.02,-0.02,0,0.22,0.02,-0.02,0,[Fe/H],0.012,0.001,-0.001,0,4.46,0.02,-0.02,0,0.919,0.733,-0.733,0,1.23591,0.35248,-0.22857,0,2.4,1,-1,0,32,,,0,48.8,0.1,-0.1,0,08h21m27.87s,125.3661079,-39d42m16.00s,-39.7044432,-1.67291,257.61105,-56.68576,144.16726,302.2287869,0.0513139,-0.0513139,-201.989,0.0521367,-0.0521367,224.817,0.05064,-0.05064,29.276
HD 7199 b,HD 7199,b,HD 7199,HIP 5529,TIC 52121796,Gaia DR2 4704957491028733824,1,1,0,0,Radial Velocity,2011,2011-11,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,615,7,-7,0,1.36,0.02,-0.02,0,11.1,0.993,,,0,85.8141,9.5349,-9.5349,0,0.27,0.03,-0.03,0,Msini,0.345,,,0,0.19,0.16,-0.16,0,,,,,,,,,,,,,2455030,277,-277,0,,155,90,-64,0,7.8,0.6,-0.6,0,K1 IV,5371,28,-28,0,0.97,0.02,-0.02,0,0.77,0.09,-0.09,0,0.32,,,0,[Fe/H],-0.155,,,0,4.35,0.05,-0.05,0,6.79,0.78,-0.78,0,1.33716,0.35332,-0.30467,0,2.5,0.5,-0.5,0,,,,,5.63,0.15,-0.15,0,01h10m47.50s,17.6979344,-66d11m19.30s,-66.1886947,-50.82328,299.84187,-62.64869,326.83898,165.5651571,0.0436681,-0.0436681,110.513,0.0475377,-0.0475377,-123.283,0.0402903,-0.0402903,36.1531
HD 72490 b,HD 72490,b,HD 72490,HIP 41997,TIC 20537900,Gaia DR2 603329694046441472,1,1,0,0,Radial Velocity,2018,2019-04,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,858,12,-12,0,1.88,0.21,-0.21,0,13.5,1.2,,,0,561.92344,25.4264,-25.4264,0,1.768,0.08,-0.08,0,Msini,1.26,,,0,0.124,0.046,-0.046,0,,,,,,,,,,,,,2440320,230,-230,0,JD,145,23,-23,0,33.5,1.5,-1.5,0,G5,4934,,,0,4.96,,,0,1.21,,,0,-0.13,0.1,-0.1,0,[M/H],1.091,0.005,-0.005,0,3.21,,,0,,,,,,,,,,,,,,,,,31.82,0.15,-0.15,0,08h33m36.68s,128.4028287,+13d33m02.59s,13.5507189,28.67982,211.79644,-5.05281,127.31887,30.0398251,0.0979652,-0.0979652,25.2392,0.107917,-0.107917,-16.2903,0.0684026,-0.0684026,126.339
HD 72659 b,HD 72659,b,HD 72659,HIP 42030,TIC 121284864,Gaia DR2 3073443760538892032,1,2,0,0,Radial Velocity,2002,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3549.39854,18.95929,-15.59603,0,4.691,0.185,-0.202,0,13.2,1.17,,,0,949.67128,821.90426,-31.14718,0,2.988,2.586,-0.098,0,Mass,2.27,,,0,0.257,0.014,-0.016,0,,,,,,,,,77.583,39.898,-39.755,0,2448147.062,43.195,-47.937,0,BJD,259.451,3.318,-3.56,0,37.908,0.613,-0.551,0,G2 V,5932,19,-19,0,1.46,0.02,-0.02,0,1.09,0.13,-0.13,0,0.014,0.008,-0.008,0,[M/H],0.374,0.015,-0.01,0,4.09,0.03,-0.03,0,6.5,1.5,-1.5,0,0.50332,0.12946,-0.10868,0,1.9,,,0,,,,,-18.15,0,0,0,08h34m03.07s,128.5128072,-01d34m07.08s,-1.5686323,21.88046,226.75388,-19.64838,131.36775,148.3055502,0.0742297,-0.0742297,-112.548,0.0879763,-0.0879763,-96.5789,0.0498188,-0.0498188,51.8949
HD 72659 c,HD 72659,c,HD 72659,HIP 42030,TIC 121284864,Gaia DR2 3073443760538892032,1,2,0,0,Radial Velocity,2022,2022-09,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,18207.72098,1389.93101,-1200.41907,0,13.959,0.884,-0.861,0,12.1,1.08,,,0,5977.08102,1411.79378,-1524.30504,0,18.806,4.442,-4.796,0,Mass,18.5,,,0,0.091,0.055,-0.048,0,,,,,,,,,14.279,4.366,-2.678,0,2448049.585,1225.161,-1954.931,0,BJD,256.504,24.862,-30.019,0,33.871,1.436,-1.139,0,G2 V,5932,19,-19,0,1.46,0.02,-0.02,0,1.09,0.13,-0.13,0,0.014,0.008,-0.008,0,[M/H],0.376,0.002,-0.002,0,4.09,0.03,-0.03,0,7.32,0.68,-0.68,0,0.50332,0.12946,-0.10868,0,2.2,0.5,-0.5,0,,,,,-18.15,0,0,0,08h34m03.07s,128.5128072,-01d34m07.08s,-1.5686323,21.88046,226.75388,-19.64838,131.36775,148.3055502,0.0742297,-0.0742297,-112.548,0.0879763,-0.0879763,-96.5789,0.0498188,-0.0498188,51.8949
HD 72892 b,HD 72892,b,HD 72892,HIP 42098,TIC 405344271,Gaia DR2 5722585739105853184,1,1,0,0,Radial Velocity,2016,2017-04,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,39.44603,0.00168,-0.00145,0,0.228,0.009,-0.01,0,12.8,1.14,,,0,1737.88573,143.65844,-150.96849,0,5.468,0.452,-0.475,0,Msini,4.55,,,0,0.419,0.003,-0.003,0,,,,,,,,,,,,,2456412.057,0.072,-0.049,0,BJD,343.942,0.916,-0.508,0,355.745,1.505,-1.353,0,G5 V,5688,100,-100,0,1.22,0.06,-0.06,0,1.01,0.13,-0.13,0,0.25,0.1,-0.1,0,[Fe/H],0.146,0.027,-0.029,0,4.27,0.05,-0.05,0,8,3,-3,0,0.90727,0.17408,-0.22279,0,2.7,0.2,-0.2,0,,,,,-38.64,0.25,-0.25,0,08h34m52.69s,128.7195554,-14d27m26.75s,-14.4574311,15.19213,238.38719,-31.97733,135.56181,193.7653771,0.0664529,-0.0664529,92.2361,0.0612145,-0.0612145,-170.404,0.0679112,-0.0679112,69.7311
HD 73256 c,HD 73256,c,HD 73256,HIP 42214,TIC 11665403,Gaia DR2 5643762781311698048,1,1,0,0,Radial Velocity,2023,2023-08,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,2690,60,-102,0,3.8,0.1,-0.1,0,12.2,1.09,,,0,5085.25451,317.82841,-317.82841,0,16,1,-1,0,Mass,15.4,,,0,0.16,0.07,-0.07,0,,,,,,,,,29,5,-3,0,2454244,134,-179,0,BJD,300,37,-53,0,,,,,G8 IV,5570,50,-50,0,0.94,0.06,-0.05,0,1,0.05,-0.05,0,0.29,0.05,-0.05,0,[Fe/H],-0.132,0.012,-0.009,0,4.47,0.08,-0.09,0,2.2,2.1,-2.1,0,1.62189,0.38409,-0.38403,0,3.5,,,0,13.97,,,0,29.73,0.01,-0.01,0,08h36m22.80s,129.0949961,-30d02m14.40s,-30.0373339,6.45039,251.53692,-46.59488,142.60069,193.9823698,0.0573928,-0.0573928,-182.015,0.0577436,-0.0577436,67.0798,0.0547406,-0.0547406,36.708
HD 73267 b,HD 73267,b,HD 73267,HIP 42202,TIC 11749208,Gaia DR2 5638825939745228544,1,2,0,0,Radial Velocity,2008,2009-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1257.99159,0.50697,-0.60358,0,2.229,0.091,-0.1,0,13,1.16,,,0,1321.53052,216.44115,-164.95294,0,4.158,0.681,-0.519,0,Mass,3.31,,,0,0.261,0.004,-0.004,0,,,,,,,,,130.843,7.614,-7.66,0,2451822.849,2.662,-2.959,0,BJD,228.102,0.836,-0.823,0,64.237,0.303,-0.267,0,K0 V,5387,10,-10,0,0.91,0.03,-0.03,0,0.93,0.12,-0.12,0,0.03,0.02,-0.02,0,[Fe/H],-0.106,0.047,-0.053,0,4.45,0.04,-0.04,0,8.14,3.505,-3.505,0,1.60129,0.31319,-0.32465,0,1.65,,,0,43,,,0,51.91,0,0,0,08h36m17.64s,129.0735123,-34d27m34.01s,-34.4594469,3.79235,255.08557,-50.69219,145.12117,162.7198154,0.0422705,-0.0422705,-106.233,0.0427198,-0.0427198,123.257,0.0419337,-0.0419337,50.4093
HD 73267 c,HD 73267,c,HD 73267,HIP 42202,TIC 11749208,Gaia DR2 5638825939745228544,1,2,0,0,Radial Velocity,2022,2022-09,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,17071.78045,785.40421,-1087.38232,0,12.688,0.631,-0.812,0,12.8,1.15,,,0,1630.77756,289.85951,-89.62761,0,5.131,0.912,-0.282,0,Mass,4.27,,,0,0.089,0.023,-0.022,0,,,,,,,,,91.849,18.586,-24.998,0,2451283.809,832.837,-768.224,0,BJD,112.746,19.903,-18.824,0,42.489,0.903,-1.226,0,K0 V,5317,34,-34,0,0.96,0.02,-0.03,0,0.93,0.12,-0.12,0,0.03,0.02,-0.02,0,[Fe/H],-0.175,0.001,-0.001,0,4.28,0.1,-0.1,0,8.14,3.505,-3.505,0,1.60129,0.31319,-0.32465,0,1.65,,,0,43,,,0,51.91,0,0,0,08h36m17.64s,129.0735123,-34d27m34.01s,-34.4594469,3.79235,255.08557,-50.69219,145.12117,162.7198154,0.0422705,-0.0422705,-106.233,0.0427198,-0.0427198,123.257,0.0419337,-0.0419337,50.4093
HD 73526 b,HD 73526,b,HD 73526,HIP 42282,TIC 180661948,Gaia DR2 5528196343922685056,1,2,0,0,Radial Velocity,2002,2003-04,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,188.3,0.9,-0.9,0,0.65,0.01,-0.01,0,13.1,1.17,,,0,978.9164,98.5273,-98.5273,0,3.08,0.31,-0.31,0,Msini,2.39,,,0,0.19,0.05,-0.05,0,,,,,,,,,,,,,2452856,2,-2,0,,196,5,-5,0,102,5,-5,0,G6 V,5601,24,-24,0,1.53,0.03,-0.03,0,1.14,0.15,-0.15,0,0.22,,,0,[Fe/H],0.338,0.002,-0.002,0,4.12,0.05,-0.05,0,9.2,1.8,-1.8,0,0.33748,0.08775,-0.07187,0,1.69,0.26,-0.26,0,,,,,26.38,0.18,-0.18,0,08h37m16.40s,129.318331,-41d19m06.32s,-41.3184231,-0.18559,260.68043,-56.81278,150.38871,170.3177023,0.0516388,-0.0516388,-61.097,0.0542722,-0.0542722,158.982,0.0512384,-0.0512384,97.2396
HD 73526 c,HD 73526,c,HD 73526,HIP 42282,TIC 180661948,Gaia DR2 5528196343922685056,1,2,0,0,Radial Velocity,2005,2006-08,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,379.1,0.5,-0.5,0,1.03,0.02,-0.02,0,13.3,1.19,,,0,715.09,41.32,-41.32,0,2.25,0.13,-0.13,0,Msini,1.67,,,0,0.28,0.05,-0.05,0,,,,,,,,,,,,,2453300,10,-10,0,,272,10,-10,0,65.1,2.6,-2.6,0,G6 V,5633,15,-15,0,1.53,0.03,-0.03,0,1.01,0.05,-0.05,0,0.232,0.016,-0.016,0,[M/H],0.338,0.002,-0.002,0,4.2,0.04,-0.04,0,9.59,1,-1,0,0.33748,0.08775,-0.07187,0,1.69,0.26,-0.26,0,,,,,26.38,0.18,-0.18,0,08h37m16.40s,129.318331,-41d19m06.32s,-41.3184231,-0.18559,260.68043,-56.81278,150.38871,170.3177023,0.0516388,-0.0516388,-61.097,0.0542722,-0.0542722,158.982,0.0512384,-0.0512384,97.2396
HD 73534 b,HD 73534,b,HD 73534,HIP 42446,TIC 21285884,Gaia DR2 603083781399095936,1,1,0,0,Radial Velocity,2008,2009-09,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1750,24,-24,0,2.99,0.15,-0.15,0,13.7,1.23,,,0,353.42696,18.75197,-18.75197,0,1.112,0.059,-0.059,0,Msini,0.755,,,0,0.126,0.057,-0.057,0,,,,,,,,,,,,,2457100,130,-130,0,JD,168,23,-23,0,17.11,0.93,-0.93,0,G5,4917,,,0,2.58,,,0,1.16,,,0,0.232,0.03,-0.03,0,[Fe/H],0.522,0.053,-0.06,0,3.6,,,0,7.04,1.37,-1.37,0,,,,,1,,,1,,,,,10.08,0.15,-0.15,0,08h39m15.68s,129.8153421,+12d57m35.89s,12.9599703,29.69759,213.05304,-5.27812,128.80426,147.7382851,0.0800051,-0.0800051,-114.056,0.0916842,-0.0916842,-93.9033,0.058674,-0.058674,83.3321
HD 73583 b,HD 73583,b,HD 73583,HIP 42401,TIC 101011575,Gaia DR2 5746824674801810816,1,2,0,0,Transit,2022,2021-10,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,6.39805,0.00001,-0.00001,0,0.072,0.002,-0.002,0,2.49,0.222,0.009,-0.009,0,10.2,3.4,-3.1,0,0.03209,0.0107,-0.00975,0,Mass,2.58,0.95,-0.81,0,0.09,0.09,-0.06,0,43.3,5.3,-4.7,0,655,41,-41,0,89.428,0.441,-0.441,0,,,,,BJD,-76,234,-86,0,4.37,1.46,-1.31,0,K4 V,4511,110,-110,0,0.65,0.02,-0.02,0,0.73,0.02,-0.02,0,0,0.09,-0.09,0,[Fe/H],-0.76,0.021,-0.018,0,4.62,0.12,-0.12,0,0.48,0.19,-0.19,0,3.69,0.35,-0.35,0,3.5,0.5,-0.5,0,12.2,0.2,-0.2,0,,,,,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,16.64313,237.89791,-30.5529,136.20023,74.5013693,0.0480807,-0.0480807,-63.8583,0.0505147,-0.0505147,38.3741,0.0405857,-0.0405857,31.5666
HD 73583 c,HD 73583,c,HD 73583,HIP 42401,TIC 101011575,Gaia DR2 5746824674801810816,1,2,0,0,Transit,2022,2021-10,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,18.87974,0.00086,-0.00074,0,0.1242,0.0055,-0.0054,0,2.39,0.213,0.009,-0.008,0,9.7,1.8,-1.7,0,0.03052,0.00566,-0.00535,0,Mass,3.88,0.91,-0.8,0,0.08,0.11,-0.06,0,10.2,1.2,-1.1,0,498,15,-15,0,89.72,0.2,-0.27,0,,,,,BJD-TDB,-41.6,52.8,-47.7,0,2.89,0.53,-0.51,0,K4 V,4511,110,-110,0,0.65,0.02,-0.02,0,0.73,0.02,-0.02,0,0,0.09,-0.09,0,[Fe/H],-0.76,0.021,-0.018,0,4.62,0.12,-0.12,0,0.48,0.19,-0.19,0,3.69,0.35,-0.35,0,3.5,0.5,-0.5,0,12.2,0.2,-0.2,0,,,,,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,16.64313,237.89791,-30.5529,136.20023,74.5013693,0.0480807,-0.0480807,-63.8583,0.0505147,-0.0505147,38.3741,0.0405857,-0.0405857,31.5666
HD 74156 b,HD 74156,b,HD 74156,HIP 42723,TIC 379949822,Gaia DR2 582221750852254080,1,2,0,0,Radial Velocity,2003,2004-01,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,51.63564,0.001,-0.00113,0,0.28,0.011,-0.012,0,13.5,1.2,,,0,532.36258,43.22466,-45.44946,0,1.675,0.136,-0.143,0,Msini,1.19,,,0,0.636,0.008,-0.005,0,,,,,,,,,,,,,2450793.515,0.089,-0.102,0,BJD,174.4,0.915,-0.794,0,110.985,1.501,-1.457,0,G0,6068,44,-44,0,1.51,0.03,-0.03,0,1.1,0.14,-0.14,0,0.11,0.03,-0.03,0,[Fe/H],0.401,0.012,-0.015,0,4.14,0.03,-0.03,0,3.7,0.4,-0.4,0,0.47904,0.09011,-0.09009,0,4.06,0.62,-0.62,0,,,,,3.84,0,0,0,08h42m25.15s,130.6047813,+04d34m38.04s,4.5772338,26.70482,221.98588,-13.16865,131.77693,201.7827476,0.0634026,-0.0634026,24.4743,0.0838409,-0.0838409,-200.293,0.0630473,-0.0630473,57.603
HD 74156 c,HD 74156,c,HD 74156,HIP 42723,TIC 379949822,Gaia DR2 582221750852254080,1,2,0,0,Radial Velocity,2003,2004-01,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,2448.48726,4.19249,-4.24759,0,3.678,0.145,-0.159,0,12.5,1.12,,,0,2753.98315,440.19234,-149.37935,0,8.665,1.385,-0.47,0,Mass,7.75,,,0,0.377,0.006,-0.006,0,,,,,,,,,120.162,7.601,-66.225,0,2448568.53,13.016,-11.742,0,BJD,271.934,1.178,-1.505,0,113.94,0.974,-1.099,0,G0,6068,44,-44,0,1.51,0.03,-0.03,0,1.1,0.14,-0.14,0,0.131,0.03,-0.03,0,[Fe/H],0.401,0.012,-0.015,0,4.14,0.03,-0.03,0,3.7,0.4,-0.4,0,0.47904,0.09011,-0.09009,0,4.06,0.62,-0.62,0,,,,,3.84,0,0,0,08h42m25.15s,130.6047813,+04d34m38.04s,4.5772338,26.70482,221.98588,-13.16865,131.77693,201.7827476,0.0634026,-0.0634026,24.4743,0.0838409,-0.0838409,-200.293,0.0630473,-0.0630473,57.603
HD 7449 b,HD 7449,b,HD 7449,HIP 5806,TIC 248381971,Gaia DR2 2482820714353923072,2,1,0,0,Radial Velocity,2011,2011-11,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1270.55195,10.75633,-7.38672,0,2.438,0.062,-0.063,0,12.6,1.12,,,0,2597.9294,970.96578,-857.81887,0,8.174,3.055,-2.699,0,Mass,7.14,,,0,0.752,0.035,-0.032,0,,,,,,,,,171.631,2.609,-3.74,0,2451476.815,20.837,-19.377,0,BJD,336.427,5.159,-3.426,0,30.023,4.566,-5.82,0,F9.5 V,6024,13,-13,0,0.97,0.02,-0.02,0,1.2,0.09,-0.09,0,-0.105,0.007,-0.007,0,[M/H],0.101,0.014,-0.013,0,4.52,0.01,-0.01,0,2.1,0.24,-0.24,0,1.45002,0.41259,-0.26907,0,3,,,0,,,,,-19.85,0.16,-0.16,0,01h14m29.15s,18.621465,-05d02m52.70s,-5.0479716,-67.24673,137.91736,-11.96139,15.21629,212.3948367,0.0746951,-0.0746951,-164.483,0.0873695,-0.0873695,-134.376,0.0500173,-0.0500173,38.662
